scan_date,symbol,market,conviction_level,conviction_score,ib_action,position_size_pct,current_price,stop_loss_price,profit_target_price,trail_stop_price,fundamental_score,fundamental_grade,market_cap_millions,pe_ratio,roe,debt_equity,revenue_growth,earnings_growth,trend_strength,trend_grade,breakout_points,volume_points,momentum_points,trend_bonus,volume_ratio,momentum_5d,momentum_20d,rsi,price_vs_sma20,conviction_reason
2025-09-25,XEL,S&P500,4,72.5,BUY,35,77.93000030517578,72.47490028381348,116.89500045776367,68.57840026855469,70.66666666666667,B+,46089.842688,21.587257,10.654,1.5928200000000001,8.6,47.0,95,EXCELLENT,0,30,25,17.5,2.617330620719836,8.16099514831945,8.271757798881652,80.59328678639436,7.680944762402908,"CONVICTION 4 HIGH: 72.5 pts, breakout: 0, volume: 30, momentum: 25"
2025-09-25,MU,S&P500,3,67.5,BUY,30,161.7100067138672,150.3903062438965,242.56501007080078,142.30480590820312,86.66666666666667,A+,180973.73184,21.305666,17.198999,0.28206,46.0,260.9,85,EXCELLENT,0,30,25,12.5,2.1806455218110865,1.0750679177747857,38.80687271576582,81.66160252045681,12.808603340936454,"CONVICTION 3 GOOD: 67.5 pts, breakout: 0, volume: 30"
2025-09-25,GE,S&P500,2,50.0,BUY,25,300.29998779296875,279.27898864746095,450.4499816894531,264.2639892578125,83.33333333333334,A,318449.942528,42.899998,39.567003,1.0337,21.2,60.199999999999996,90,EXCELLENT,0,10,25,15.0,1.2837455979058712,3.7305657315954255,9.622539649790918,67.33317021335272,5.170069708170977,"CONVICTION 2 LOW: 50.0 pts, limited signals"
2025-09-25,WST,S&P500,2,50.0,BUY,25,259.94000244140625,241.74420227050783,389.9100036621094,228.7472021484375,63.33333333333333,B,18691.590144,38.971516,17.716,0.10522000000000001,9.2,18.4,70,STRONG,0,20,25,5.0,1.844944317894204,1.2858430504258278,6.314929423888027,62.35060747917798,2.8998742300360147,"CONVICTION 2 LOW: 50.0 pts, limited signals"
2025-09-25,AAPL,S&P500,2,45.0,BUY,25,252.30999755859375,234.6482977294922,378.4649963378906,222.0327978515625,78.66666666666666,A,3744378.650624,38.286797,149.814,1.54486,9.6,9.3,100,EXCELLENT,0,0,25,20.0,0.7072844430539984,5.573451508126226,10.030090377600299,62.97907772026622,5.878920879057703,"CONVICTION 2 LOW: 45 pts, limited signals"
2025-09-25,KLAC,S&P500,2,45.0,BUY,25,1068.6700439453125,993.8631408691407,1603.0050659179688,940.429638671875,90.0,A+,141023.166464,35.13051,100.77499999999999,1.29746,23.599999999999998,43.8,100,EXCELLENT,0,0,25,20.0,0.9161094898599977,7.960646268381555,20.332178056895135,97.49156203591197,12.030900688044333,"CONVICTION 2 LOW: 45 pts, limited signals"
2025-09-25,QCOM,S&P500,2,45.0,BUY,25,173.5500030517578,161.40150283813477,260.3250045776367,152.72400268554688,83.33333333333334,A,187260.469248,16.751932,44.615,0.5435,10.299999999999999,25.2,100,EXCELLENT,0,0,25,20.0,1.1633178231894288,5.016343229140641,9.654873342429958,82.70319929734586,6.734712357886807,"CONVICTION 2 LOW: 45 pts, limited signals"
2025-09-25,EVN.AX,ASX300,2,45.0,BUY,25,10.430000305175781,9.699900283813477,15.645000457763672,9.178400268554688,85.33333333333334,A+,21004.312576,22.673914,20.382998999999998,0.36064999999999997,23.599999999999998,72.39999999999999,100,EXCELLENT,0,0,25,20.0,0.41134257664955315,13.246474071397184,24.470459991024907,72.02572406427214,10.799370140470742,"CONVICTION 2 LOW: 45 pts, limited signals"
2025-09-25,NST.AX,ASX300,2,45.0,BUY,25,22.940000534057617,21.334200496673585,34.410000801086426,20.187200469970705,90.0,A+,32805.545984,20.482143,11.302,0.11465,32.6,89.4,100,EXCELLENT,0,0,25,20.0,0.5205800887736195,12.121219748573031,23.410568444149572,78.95750592639996,10.458915798297252,"CONVICTION 2 LOW: 45 pts, limited signals"
2025-09-25,LYC.AX,ASX300,2,45.0,BUY,25,16.920000076293945,15.73560007095337,25.380000114440918,14.889600067138671,56.666666666666664,C,16796.880896,1692.0,0.348,0.08588,32.300000000000004,-95.19999999999999,100,EXCELLENT,0,0,25,20.0,0.46886117990684956,15.811091539355049,14.867621195629233,82.53165113183067,14.471279781526313,"CONVICTION 2 LOW: 45 pts, limited signals"
