scan_date,data_date,symbol,ib_action,conviction_level,position_size_pct,current_price,stop_loss_price,profit_target_price,daily_change_pct,week_gain_pct,month_gain_pct,atr,atr_percentage,volume,avg_volume_20d,conviction_reason,fundamental_score,fundamental_grade,market_cap,pe_ratio,forward_pe,peg_ratio,roe,roa,profit_margin,gross_margin,operating_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,revenue_quarterly_growth,current_ratio,quick_ratio,debt_to_equity,total_debt_to_equity,free_cashflow,operating_cashflow,book_value,price_to_book,enterprise_to_revenue,enterprise_to_ebitda,target_mean_price,target_high_price,target_low_price,recommendation_mean,number_of_analyst_opinions,trend_strength,breakout_power,volume_surge,momentum_points,total_conviction_score
2025-08-26,249,WBA,BUY,2,25,11.970000267028809,11.132100248336792,17.955000400543213,-0.8284956944803468,-0.24999777475992468,3.278689468835494,0.1321430206298828,1.103951693249906,35988200,9681855.0,"LOW conviction: 40, trend: 80, vol: 4.4x, daily: -0.8%",0,F,10360765440,0.0,8.142858,0,-69.577,0.83,-4.074,17.126,0.74400003,7.199999999999999,0.0,0.0,0,0.605,0.15,4.09878,0,4522250240,1576999936,8.302,1.4418212,0.257,13.095,11.92727,15.0,11.0,2.84615,11,80,0,4.366363367788361,0,40
2025-08-26,249,CHRW,BUY,2,25,126.41000366210938,117.56130340576172,189.61500549316406,0.9825877567782193,2.7974322251426376,22.525933804038225,2.3892860412597656,1.8901083553848035,1356100,1685585.0,"LOW conviction: 40, trend: 100, vol: 0.8x, daily: 1.0%",55,C,14927883264,28.729546,26.556723,0,32.432997,9.0500005,3.141,8.2100004,5.314,-7.7,20.0,20.8,0,1.313,1.256,0.94807,0,576097024,709644032,15.081,8.382071,0.968,19.934,117.56,136.0,71.0,2.07692,25,100,0,0.8115014062593501,20,40
2025-08-26,249,URI,BUY,2,25,939.489990234375,873.7256909179688,1409.2349853515625,1.0258592292184288,2.784343444359716,7.5495613747329715,22.43607917151234,2.3881126360819662,684500,492055.0,"LOW conviction: 40, trend: 90, vol: 1.4x, daily: 1.0%",40,C,60447911936,24.332815,20.048868,0,29.302,8.9449994,16.108998999999997,39.513999999999996,25.615,4.5,0.5,-2.1999999999999997,0,0.859,0.711,1.59989,0,2309625088,5005000192,140.186,6.701739,4.721,16.479,894.55554,1075.0,592.0,2.28571,18,90,0,1.374070319478877,15,40
2025-08-26,249,FAST,BUY,2,25,50.27000045776367,46.75110042572022,75.40500068664551,-0.2381403717766628,2.362044050082135,5.377482767979336,0.9121428898402623,1.8144875304042123,5859200,5864965.0,"LOW conviction: 40, trend: 100, vol: 1.0x, daily: -0.2%",78,B,57691865088,48.33654,22.954338,0,32.564998,20.308999999999997,15.295,45.064998,20.963,8.6,15.1,12.8,0,4.22,1.904,0.14319,0,657049984,1120499968,3.318,15.150693,7.46,33.304,44.05,55.0,29.5,2.82353,10,100,0,0.9997176179925966,20,40
2025-08-26,249,AEP,BUY,2,25,113.01000213623047,105.09930198669434,169.5150032043457,-0.8858047154637894,2.0867256112647725,4.562476912346014,1.3892536050552593,1.2293191565296602,2332100,3610145.0,"LOW conviction: 40, trend: 100, vol: 0.6x, daily: -0.9%",58,C,60434509824,16.545387,19.185907,0,13.013,3.1600002000000003,17.66,48.759997,28.183999999999997,11.1,257.8,260.2,0,0.552,0.293,1.5071,0,-4070799872,6571200000,55.879,2.022316,5.214,12.571,115.0,125.0,108.0,2.57895,15,100,0,0.6396263338119355,20,40
2025-08-26,249,PARA,BUY,2,25,15.960000038146973,14.842800035476685,23.94000005722046,-0.2499997615814209,18.222222504792395,20.36198916033365,1.5570785658700126,9.756131341781602,8009791,30954032.55,"LOW conviction: 40, trend: 100, vol: 0.3x, daily: -0.2%",5,F,6994082816,368.0,7.8240714,0,0.093999994,3.042,-0.049,31.774,10.264,0.5,0.0,0.0,0,1.388,1.034,0.9062600000000001,0,14548875264,772000000,24.748,0.44609666,0.717,8.004,12.08824,20.0,8.5,3.45,17,100,0,0.25177076199527676,20,40
2025-08-26,249,FOXA,BUY,2,25,59.77000045776367,55.58610042572022,89.65500068664551,0.5890311336315124,3.821436120551591,6.22001061227484,1.283571515764509,2.1475179955394874,2332800,3719050.0,"LOW conviction: 40, trend: 100, vol: 0.6x, daily: 0.6%",70,B,25421137920,12.173117,16.024128,0,19.589001,8.6569995,13.883000000000001,35.472,22.361,6.3,129.8,124.8,0,2.91,2.7,0.60421,0,2585125120,3324000000,26.8,2.230224,1.788,8.27,60.47222,72.0,48.0,2.33333,18,100,0,0.6275007699849768,20,40
2025-08-26,249,FOX,BUY,2,25,54.63999938964844,50.81519943237305,81.95999908447266,0.3858149610421524,3.582937231561023,5.707101646961821,1.2077148982456751,2.210312796003576,749000,1061740.0,"LOW conviction: 40, trend: 100, vol: 0.7x, daily: 0.4%",70,B,25421150208,11.12831,23.251064,0,19.589001,8.6569995,13.883000000000001,35.472,22.361,6.3,129.8,124.8,0,2.91,2.7,0.60421,0,2585125120,3324000000,26.8,2.038806,1.647,7.622,0.0,0.0,0.0,0.0,0,100,0,0.6882641316982848,20,40
2025-08-26,249,EA,BUY,2,25,172.75999450683594,160.66679489135743,259.1399917602539,0.7934659619491802,2.128157227944616,13.181338572877355,4.110713413783482,2.3794359484196588,1928800,3362125.0,"LOW conviction: 40, trend: 100, vol: 0.6x, daily: 0.8%",43,C,43225759744,43.08229,20.253223,0,15.458,7.6259999999999994,13.941999999999998,79.140997,16.218,0.7000000000000001,-24.0,-28.199999999999996,0,0.837,0.712,0.3632,0,1755000064,1976000000,24.23,7.130004,5.861,23.781,174.112,210.0,148.0,2.10714,25,100,0,0.5647609984627773,20,40
2025-08-26,249,LYV,BUY,2,25,165.83999633789062,154.2311965942383,248.75999450683594,0.07240834920565486,2.294597417187272,8.470139969873646,3.830712454659598,2.3098845509226344,1403900,2259455.0,"LOW conviction: 40, trend: 100, vol: 0.6x, daily: 0.1%",35,D,38466588672,70.57021,68.52892,0,59.354997,4.077,3.8760000000000003,25.239,6.933,16.3,-60.0,-18.3,0,0.878,0.707,3.65185,0,1802233600,1868942976,1.565,105.96805,1.761,20.782,170.0,185.0,130.0,1.47619,20,100,0,0.6251962227264327,20,40
2025-08-26,249,NEM,BUY,2,25,71.0999984741211,66.12299858093262,106.64999771118164,0.4663018888061865,3.043476049450855,15.590961492890587,1.532858167375837,2.155918706431147,9400900,8493340.0,"LOW conviction: 40, trend: 100, vol: 1.1x, daily: 0.5%",100,A,78099800064,12.880435,18.563969,0,20.285,9.0679996,30.495,55.694,45.458,20.8,150.1,141.6,0,2.227,1.561,0.23560999999999999,0,9163750400,8574000128,29.166,2.43777,3.849,7.243,72.33,87.0,58.0,1.90476,19,100,0,1.0909504459993513,20,40
2025-08-26,249,SPG,BUY,2,25,176.41000366210938,164.06130340576172,264.61500549316406,-0.08495349941007868,2.2311115890044864,6.941074492136079,2.9042859758649553,1.6463272578508308,1408400,1507790.0,"LOW conviction: 40, trend: 100, vol: 0.9x, daily: -0.1%",50,C,66543087616,27.265844,26.019175,0,73.077005,5.766,35.057998,82.174003,49.664003,2.8000000000000003,12.5,12.7,0,0.375,0.375,8.385449999999999,0,2046775552,4020951040,7.384,23.890846,13.749,18.552,183.5,225.0,163.0,2.15,20,100,0,0.9440437568705258,20,40
2025-08-26,249,KRC,BUY,2,25,40.47999954223633,37.64639957427979,60.71999931335449,0.7968119921316186,6.051877086990287,8.700316105632687,0.9478566305977958,2.3415430862562485,970400,1583915.0,"LOW conviction: 40, trend: 100, vol: 0.6x, daily: 0.8%",45,C,4835133440,22.0,31.379845,0,4.381,1.8880000000000001,19.285999,67.32900000000001,32.134997999999996,3.3000000000000003,39.0,39.1,0,1.001,0.678,0.8448699999999999,0,187449504,565254016,45.365,0.89231783,8.397,14.54,38.33333,55.0,33.0,3.0,15,100,0,0.5679171299818575,20,40
2025-08-26,249,HD,BUY,2,25,408.8999938964844,380.2769943237305,613.3499908447266,-0.9423713190514826,3.5976643654130003,9.598219708405754,9.001429966517858,2.2013768894299925,3577000,3583625.0,"LOW conviction: 40, trend: 100, vol: 1.0x, daily: -0.9%",40,C,406826057728,27.778532,26.211538,0,193.95399,13.713999,8.863,33.348,14.478,4.9,-0.4,-0.2,0,1.147,0.281,5.74974,0,11005500416,17871998976,10.751,38.03367,2.812,18.129,436.03125,475.0,335.0,1.78378,32,100,0,0.9914313391529457,20,40
2025-08-26,249,GM,BUY,2,25,58.279998779296875,54.2003988647461,87.41999816894531,-0.15418905985061793,3.6457393806676563,11.348870098188723,1.1264283316476005,1.932787157242954,3799200,7056320.0,"LOW conviction: 40, trend: 100, vol: 0.5x, daily: -0.2%",10,F,55487107072,8.89771,5.513718,0,6.955,2.273,2.545,10.9689996,4.7010000000000005,-1.7999999999999998,-25.1,-35.4,0,1.218,0.965,2.00191,0,1409874944,23970000896,69.345,0.84043545,0.926,10.438,57.2,80.0,38.0,2.25,25,100,0,0.5266364341423756,20,40
2025-08-26,249,F,BUY,2,25,11.819999694824219,10.992599716186524,17.729999542236328,0.6814303685325873,3.141358250252302,6.3830236488298775,0.24224184012501876,2.049423404224726,44998700,60791180.0,"LOW conviction: 40, trend: 100, vol: 0.7x, daily: 0.7%",15,F,47041945600,15.153847,6.7542853,0,7.152,0.634,1.701,7.221,1.0720001,5.0,0.0,0.0,0,1.101,0.911,3.5544700000000002,0,4231875072,18525999104,11.321,1.0440774,0.966,20.936,10.79045,16.0,8.0,3.04167,22,100,0,0.734673552661493,20,40
2025-08-26,249,AEP,BUY,2,25,113.01000213623047,105.09930198669434,169.5150032043457,-0.8858047154637894,2.0867256112647725,4.562476912346014,1.3892536050552593,1.2293191565296602,2332100,3610145.0,"LOW conviction: 40, trend: 100, vol: 0.6x, daily: -0.9%",58,C,60434509824,16.545387,19.185907,0,13.013,3.1600002000000003,17.66,48.759997,28.183999999999997,11.1,257.8,260.2,0,0.552,0.293,1.5071,0,-4070799872,6571200000,55.879,2.022316,5.214,12.571,115.0,125.0,108.0,2.57895,15,100,0,0.6396263338119355,20,40
2025-08-26,249,NKE,BUY,2,25,79.16999816894531,73.62809829711914,118.75499725341797,1.0079113845502086,2.2471882434607515,4.97215604752439,1.8478573390415736,2.33403736488452,12487200,9599335.0,"LOW conviction: 40, trend: 90, vol: 1.2x, daily: 1.0%",40,C,116926169088,36.652775,24.510836,0,23.290001,6.196,6.9510005,42.735,2.8930000000000002,-12.0,-86.2,-85.9,0,2.211,1.313,0.8341,0,3720124928,3697999872,8.952,8.843834,2.565,26.535,78.11529,120.0,38.0,2.17949,34,90,0,1.2355576048356856,15,40
2025-08-26,249,AZO,BUY,2,25,4139.830078125,3850.04197265625,6209.7451171875,0.7108486530128966,2.4723109979160274,7.76597886567747,61.5443115234375,1.4866385905218595,80200,112480.0,"LOW conviction: 40, trend: 100, vol: 0.7x, daily: 0.7%",28,D,69253971968,28.011572,23.748451,0,0.0,12.982,13.563,52.948004000000005,19.402,5.4,-3.5999999999999996,-6.6000000000000005,0,0.844,0.093,0.0,0,1520323840,3234831872,-237.647,-17.420082,4.315,18.96,4158.826,4850.0,2900.0,1.60714,23,100,0,0.7139359950149108,20,40
2025-08-26,249,FAST,BUY,2,25,50.27000045776367,46.75110042572022,75.40500068664551,-0.2381403717766628,2.362044050082135,5.377482767979336,0.9121428898402623,1.8144875304042123,5859200,5864965.0,"LOW conviction: 40, trend: 100, vol: 1.0x, daily: -0.2%",78,B,57691865088,48.33654,22.954338,0,32.564998,20.308999999999997,15.295,45.064998,20.963,8.6,15.1,12.8,0,4.22,1.904,0.14319,0,657049984,1120499968,3.318,15.150693,7.46,33.304,44.05,55.0,29.5,2.82353,10,100,0,0.9997176179925966,20,40
2025-08-26,249,EA,BUY,2,25,172.75999450683594,160.66679489135743,259.1399917602539,0.7934659619491802,2.128157227944616,13.181338572877355,4.110713413783482,2.3794359484196588,1928800,3362125.0,"LOW conviction: 40, trend: 100, vol: 0.6x, daily: 0.8%",43,C,43225759744,43.08229,20.253223,0,15.458,7.6259999999999994,13.941999999999998,79.140997,16.218,0.7000000000000001,-24.0,-28.199999999999996,0,0.837,0.712,0.3632,0,1755000064,1976000000,24.23,7.130004,5.861,23.781,174.112,210.0,148.0,2.10714,25,100,0,0.5647609984627773,20,40
2025-08-26,249,GLW,BUY,2,25,66.77999877929688,62.1053988647461,100.16999816894531,1.5356578801603904,1.9230802820314308,19.84924141474056,1.2535711015973772,1.877165505408798,5823200,5901860.0,"LOW conviction: 40, trend: 100, vol: 1.0x, daily: 1.5%",45,C,57205014528,71.04255,28.909092,0,8.2770005,4.135000300000001,5.765,35.408001999999996,14.940000000000001,18.8,350.0,351.0,0,1.497,0.692,0.73616,0,1090875008,2180999936,13.74,4.860262,4.55,20.296,68.25,80.0,47.0,1.84615,12,100,0,0.98536971670113,20,40
2025-08-26,253,WBC.AX,BUY,2,25,38.29999923706055,35.61899929046631,57.44999885559082,0.02611209530984926,2.653438293567678,15.955194225035507,0.799285888671875,2.086908367085437,5050589,5396704.05,"LOW conviction: 40, trend: 100, vol: 1.0x, daily: 0.0%",28,D,130924331008,19.540815,18.592234,0,0.0,0.0,32.609,0.0,48.214,5.7,0.0,5.6000000000000005,0,0.0,0.0,0.0,0,0,0,21.067,1.8180093,10.917,0.0,30.16769,36.0,27.5,3.69231,13,100,0,0.956226825918495,20,40
2025-08-26,253,FEX.AX,BUY,2,25,0.32499998807907104,0.3022499889135361,0.48749998211860657,3.174600171093722,-7.142858967489152,4.8387050256521125,0.01732143121106284,5.329671337356669,1416900,1690396.65,"LOW conviction: 40, trend: 100, vol: 0.9x, daily: 3.2%",33,D,241847120,16.25,3.095238,0,8.241999999999999,4.3649998000000005,5.113,12.275,2.638,3.2,-91.9,-91.5,0,1.609,1.234,0.30638000000000004,0,13136587,51418032,0.234,1.3888888,0.871,4.829,0.58,0.76,0.4,0.0,2,100,0,0.8509015824433342,20,40
2025-08-26,253,MGH.AX,BUY,2,25,4.440000057220459,4.129200053215027,6.6600000858306885,0.22573880969170013,4.470589581657869,10.447763141460143,0.16392861093793595,3.6920857843537727,616952,501341.8,"LOW conviction: 40, trend: 90, vol: 1.3x, daily: 0.2%",40,C,1610703360,21.142859,21.142859,0,9.604,3.85,6.9190000000000005,48.527,12.031999,29.9,-4.8,3.9,0,1.746,1.005,0.89888,0,3736125,67834000,2.426,1.830173,2.217,13.798,4.90333,5.45,3.8,1.33333,6,90,0,1.289013315164562,15,40
2025-08-26,253,STO.AX,BUY,2,25,7.96999979019165,7.412099804878236,11.954999685287476,2.048653631041719,2.8387069702148438,2.4421539236434198,0.14571424892970494,1.8282842254152811,22983553,14550424.3,"LOW conviction: 40, trend: 80, vol: 1.7x, daily: 2.0%",33,D,25884727296,16.265305,13.283333,0,6.6589996,2.6589999,19.566,35.321000000000005,20.163,-4.9,-30.8,-31.0,0,1.268,1.05,0.43209000000000003,0,320875008,2961999872,4.85,1.643299,5.765,9.835,8.582592,9.5092,7.614139,2.0,12,80,0,1.6658170839141018,10,40
2025-08-26,253,STN.AX,BUY,2,25,0.4300000071525574,0.39990000665187836,0.6450000107288361,3.6144616382703276,-3.370783356400553,3.6144616382703276,0.02821428860936846,6.561462358152581,483246,528754.55,"LOW conviction: 40, trend: 100, vol: 0.9x, daily: 3.6%",25,D,197825808,0.0,0.0,0,-7.776,-4.875,0.0,0.0,0.0,0.0,0.0,0.0,0,3.253,3.235,0.0019,0,-8754920,-2015869,0.177,2.4293785,0.0,-32.787,0.0,0.0,0.0,0.0,0,100,0,0.8804266018749918,20,40
2025-08-26,253,PBH.AX,BUY,2,25,1.25,1.1625,1.875,-0.3984059960658093,-0.7936500427734305,4.166662527455389,0.01321427311216082,1.0571418489728657,6247966,1597379.55,"LOW conviction: 40, trend: 80, vol: 4.8x, daily: -0.4%",8,F,421044992,0.0,25.0,0,-34.583999999999996,-9.084,-9.186,53.92400000000001,-14.133000000000001,5.7,0.0,0.0,0,0.629,0.531,0.48168,0,104617000,16540000,0.014,89.28571,1.529,-16.969,1.18333,1.25,1.1,3.0,3,80,0,4.845541513344215,0,40
2025-08-26,253,HVN.AX,BUY,2,25,6.170000076293945,5.73810007095337,9.255000114440918,-0.644121765013117,2.6622269770175677,9.786480461469772,0.10285721506391253,1.6670537081369772,1187470,1178025.7,"LOW conviction: 40, trend: 100, vol: 1.0x, daily: -0.6%",53,C,7687881728,17.628572,17.13889,0,9.5010005,5.25,15.336001,30.856,25.361000999999998,0.8999999999999999,39.7,39.7,0,1.358,0.841,0.48223999999999995,0,278462016,637316992,3.75,1.6453334,3.459,12.89,5.5525,6.5,4.1,2.25,12,100,0,1.0253941498814398,20,40
2025-08-26,253,SUL.AX,BUY,2,25,18.579999923706055,17.279399929046633,27.869999885559082,-0.21482767843414852,13.848040877099898,24.197860135884564,0.5589283534458706,3.008225811307668,372960,451931.65,"LOW conviction: 40, trend: 100, vol: 0.8x, daily: -0.2%",40,C,4195847168,19.154638,16.442478,0,16.463,7.131,5.449,45.634997,8.286999999999999,5.1,-4.8,-4.9,0,1.067,0.098,0.93522,0,330175008,577299968,5.851,3.1755257,1.321,11.624,17.25308,20.5,11.5,2.92857,13,100,0,0.8316811282462736,20,40
2025-08-26,253,BBN.AX,BUY,2,25,2.549999952316284,2.3714999556541443,3.8249999284744263,0.0,6.6945539911817065,52.23880745727787,0.14982147727693831,5.875352159942139,311485,476568.3,"LOW conviction: 40, trend: 100, vol: 0.7x, daily: 0.0%",10,F,344045984,36.42857,19.615385,0,8.944,4.21,1.8270000000000002,40.171,4.501,7.1,0.0,0.0,0,1.219,0.19,1.4773500000000002,0,34529248,51891000,0.835,3.0538921,0.954,17.079,2.74,3.04,2.4,2.33333,6,100,0,0.669690056171749,20,40
2025-08-26,253,HSN.AX,BUY,2,25,5.630000114440918,5.235900106430054,8.445000171661377,2.3636384443803227,-4.525690967685492,-5.16325589689135,0.19566963193610068,3.4754818465138073,880793,524339.45,"LOW conviction: 40, trend: 80, vol: 1.8x, daily: 2.4%",90,A,1148773376,26.809525,20.107143,0,12.083,6.343,11.038,34.359002,21.784,15.7,1327.0,1156.3,0,1.59,1.514,0.22006,0,47266624,72617000,1.868,3.0139186,2.94,17.592,6.5375,7.3,4.6,1.5,8,80,0,1.7774639073378584,10,40
2025-08-26,253,APA.AX,BUY,2,25,8.710000038146973,8.100300035476685,13.065000057220459,-0.9101242781938468,2.8335273146615103,4.3113729368941645,0.15142863137381418,1.7385606281355448,3686997,2619922.55,"LOW conviction: 40, trend: 90, vol: 1.5x, daily: -0.9%",10,F,11362107392,108.875,39.590908,0,4.361000000000001,2.994,3.09,96.286005,27.227,2.3,0.0,0.0,0,1.564,1.295,5.296849999999999,0,294124992,1284000000,2.045,4.2591686,7.74,13.121,8.718,9.3,7.7,3.0,10,90,0,1.4614729725187363,15,40
2025-08-26,253,CIP.AX,BUY,2,25,3.4200000762939453,3.1806000709533695,5.130000114440918,-0.2915449057909525,2.0895574225114677,10.322586500185892,0.039285710879734585,1.1487049708579604,1770048,1435018.4,"LOW conviction: 40, trend: 90, vol: 1.3x, daily: -0.3%",40,C,2177814784,16.285715,19.0,0,5.382,2.444,55.873,90.33200000000001,67.399,3.4000000000000004,96.1,95.89999999999999,0,0.216,0.101,0.5526599999999999,0,82209376,95876000,3.917,0.8731172,14.854,0.0,3.615,3.95,3.25,0.0,10,90,0,1.2814391575975028,15,40
2025-08-26,253,VYS.AX,BUY,2,25,0.5450000166893005,0.5068500155210496,0.8175000250339508,2.830197379104904,-5.217386436822857,1.869157004308586,0.030535710709435598,5.602882527404347,287649,732834.4,"LOW conviction: 40, trend: 100, vol: 0.4x, daily: 2.8%",100,A,287457536,27.250002,17.580647,0,15.229000000000001,8.57,10.038,34.542,14.321,77.0,36.4,84.7,0,1.957,1.48,0.027280000000000002,0,423818,17164126,0.188,2.8989363,2.528,13.933,0.64,0.64,0.64,1.0,2,100,0,0.35739843105705627,20,40
2025-08-26,253,NEC.AX,BUY,2,25,1.7050000429153442,1.5856500399112703,2.5575000643730164,-2.0114923235383997,1.1869496032629767,1.7910502360059422,0.03857143436159406,2.2622541578146573,10766300,3962098.85,"LOW conviction: 40, trend: 80, vol: 3.0x, daily: -2.0%",15,F,2703720960,28.416668,15.5,0,6.372999999999999,4.434,3.4479998,16.731001,14.068,1.6,-17.9,-19.7,0,1.067,0.553,0.62758,0,196032448,312105984,1.009,1.689792,1.481,12.989,1.93333,2.7,1.7,2.0,6,80,0,3.0449686145197656,0,40
2025-08-26,253,PBH.AX,BUY,2,25,1.25,1.1625,1.875,-0.3984059960658093,-0.7936500427734305,4.166662527455389,0.01321427311216082,1.0571418489728657,6247966,1597379.55,"LOW conviction: 40, trend: 80, vol: 4.8x, daily: -0.4%",8,F,421044992,0.0,25.0,0,-34.583999999999996,-9.084,-9.186,53.92400000000001,-14.133000000000001,5.7,0.0,0.0,0,0.629,0.531,0.48168,0,104617000,16540000,0.014,89.28571,1.529,-16.969,1.18333,1.25,1.1,3.0,3,80,0,4.845541513344215,0,40
