Trade ID,Ticker,Direction,Status,Entry Date,Entry Price,Exit Date,Exit Price,Duration (Days),Position Size,Fees,Profit/Loss (PNL),Return (%)
0,MMM,Long,Closed,2021-03-15 04:00:00,134.0420,2021-05-12 04:00:00,140.6846,58,7.2470,2.2682,46.1487,4.7507
1,MMM,Long,Closed,2021-05-27 04:00:00,144.8341,2021-06-11 04:00:00,144.5277,15,4.0817,2.2682,-2.4317,-0.4113
2,MMM,Long,Closed,2022-05-04 04:00:00,112.7278,2022-05-11 04:00:00,107.0121,7,33.5092,2.2682,-198.8920,-5.2653
3,MMM,Long,Closed,2022-08-04 04:00:00,109.3560,2022-08-26 04:00:00,96.3217,22,3.4370,2.2682,-45.5067,-12.1073
4,MMM,Long,Closed,2022-11-10 05:00:00,96.3291,2022-11-29 05:00:00,95.1782,19,6.3294,2.2682,-8.4970,-1.3936
5,MMM,Long,Closed,2022-12-13 05:00:00,96.0535,2022-12-19 05:00:00,92.1598,6,1.0823,2.2682,-4.4178,-4.2497
6,MMM,Long,Closed,2023-01-17 05:00:00,95.5329,2023-01-23 05:00:00,92.5295,6,0.7278,2.2682,-2.3226,-3.3406
7,MMM,Long,Closed,2023-04-24 04:00:00,80.3284,2023-04-26 04:00:00,78.6921,2,5.5875,2.2682,-10.0310,-2.2349
8,MMM,Long,Closed,2023-04-28 04:00:00,81.2153,2023-05-02 04:00:00,78.7380,4,11.0273,2.2682,-29.0815,-3.2472
9,MMM,Long,Closed,2023-07-25 04:00:00,85.2520,2023-08-04 04:00:00,81.8987,10,15.6655,2.2682,-55.1485,-4.1294
10,MMM,Long,Closed,2023-08-29 04:00:00,83.1708,2023-09-19 04:00:00,78.9638,21,26.4491,2.2682,-115.5596,-5.2532
11,MMM,Long,Open,2023-11-17 05:00:00,76.2933,2023-12-29 05:00:00,87.4804,42,6.3118,2.2682,70.1293,14.5633
12,AOS,Long,Closed,2021-01-28 05:00:00,52.7954,2021-04-14 04:00:00,62.4342,75,63.7587,2.2682,607.2103,18.0386
13,AOS,Long,Closed,2021-04-27 04:00:00,63.1949,2021-05-18 04:00:00,64.1413,21,6.4129,2.2682,5.2526,1.2961
14,AOS,Long,Closed,2021-05-27 04:00:00,66.2182,2021-06-08 04:00:00,63.6942,12,8.0349,2.2682,-21.3232,-4.0077
15,AOS,Long,Closed,2021-11-01 04:00:00,70.1383,2021-12-20 05:00:00,74.4292,49,9.2384,2.2682,38.3057,5.9117
16,AOS,Long,Closed,2021-12-31 05:00:00,80.6074,2022-01-13 05:00:00,77.8751,13,15.0291,2.2682,-43.4455,-3.5862
17,AOS,Long,Closed,2022-07-27 04:00:00,57.3088,2022-08-22 04:00:00,58.2883,26,3.8594,2.2682,3.3343,1.5075
18,AOS,Long,Closed,2022-11-10 05:00:00,56.7045,2022-12-06 05:00:00,56.7906,26,9.6771,2.2682,-0.2651,-0.0483
19,AOS,Long,Closed,2023-01-03 05:00:00,56.3602,2023-02-22 05:00:00,62.9384,50,90.1203,2.2682,582.0830,11.4601
20,AOS,Long,Closed,2023-03-06 05:00:00,64.3131,2023-03-07 05:00:00,63.8228,1,11.1201,2.2682,-6.8768,-0.9616
21,AOS,Long,Closed,2023-03-09 05:00:00,64.8226,2023-03-13 04:00:00,63.2364,3,67.2513,2.2682,-115.2865,-2.6445
22,AOS,Long,Closed,2023-03-15 04:00:00,64.0920,2023-03-22 04:00:00,63.9189,7,19.7855,2.2682,-5.9566,-0.4697
23,AOS,Long,Closed,2023-04-14 04:00:00,64.5246,2023-05-11 04:00:00,66.0486,27,9.4852,2.2682,13.2173,2.1596
24,AOS,Long,Closed,2023-07-11 04:00:00,70.6836,2023-08-01 04:00:00,70.3812,21,3.6056,2.2682,-1.5992,-0.6275
25,AOS,Long,Open,2023-10-26 04:00:00,67.0168,2023-12-29 05:00:00,80.3104,64,131.7299,2.2682,1742.3466,19.7363
26,ABT,Long,Closed,2021-01-28 05:00:00,111.4253,2021-02-23 05:00:00,111.8048,26,27.1890,2.2682,4.2480,0.1402
27,ABT,Long,Closed,2021-03-19 04:00:00,111.2957,2021-04-20 04:00:00,111.4721,32,3.3651,2.2682,-0.1560,-0.0417
28,ABT,Long,Closed,2021-07-19 04:00:00,110.7682,2021-09-22 04:00:00,116.2325,65,40.3421,2.2682,211.2827,4.7281
29,ABT,Long,Closed,2021-11-29 05:00:00,119.8452,2021-12-01 05:00:00,118.6377,2,59.0753,2.2682,-85.4248,-1.2066
30,ABT,Long,Closed,2021-12-06 05:00:00,124.0014,2022-01-07 05:00:00,126.8938,32,29.0054,2.2682,76.6202,2.1303
31,ABT,Long,Closed,2022-04-06 04:00:00,112.6684,2022-04-12 04:00:00,111.2124,6,18.6877,2.2682,-31.3937,-1.4910
32,ABT,Long,Closed,2022-07-19 04:00:00,104.1377,2022-08-09 04:00:00,102.2241,21,16.1166,2.2682,-34.1660,-2.0357
33,ABT,Long,Closed,2022-08-18 04:00:00,104.1661,2022-08-22 04:00:00,101.7884,4,3.2417,2.2682,-8.3756,-2.4804
34,ABT,Long,Closed,2022-11-29 05:00:00,99.9368,2022-12-06 05:00:00,98.8517,7,17.5840,2.2682,-22.5748,-1.2846
35,ABT,Long,Closed,2022-12-09 05:00:00,102.3258,2022-12-19 05:00:00,101.4501,10,48.4889,2.2682,-52.3401,-1.0549
36,ABT,Long,Closed,2023-01-04 05:00:00,105.8473,2023-01-26 05:00:00,106.1927,22,3.4517,2.2682,0.4603,0.1260
37,ABT,Long,Closed,2023-04-18 04:00:00,100.0742,2023-05-15 04:00:00,105.5416,27,16.4429,2.2682,86.5181,5.2578
38,ABT,Long,Closed,2023-07-24 04:00:00,110.6627,2023-08-02 04:00:00,104.8699,9,11.8378,2.2682,-71.1258,-5.4295
39,ABT,Long,Open,2023-11-16 05:00:00,97.3343,2023-12-29 05:00:00,106.8581,43,1.9531,2.2682,18.4103,9.6846
40,ABBV,Long,Closed,2021-05-05 04:00:00,99.1112,2021-05-25 04:00:00,98.0668,20,12.3196,2.2682,-15.2954,-1.2527
41,ABBV,Long,Closed,2021-10-29 04:00:00,100.4587,2021-11-26 05:00:00,102.0706,28,9.5263,2.2682,13.4266,1.4030
42,ABBV,Long,Closed,2021-12-06 05:00:00,106.3108,2022-01-20 05:00:00,117.7526,45,30.4488,2.2682,341.5675,10.5519
43,ABBV,Long,Closed,2022-01-26 05:00:00,118.8148,2022-04-18 04:00:00,142.2577,81,48.0092,2.2682,1112.9405,19.5109
44,ABBV,Long,Closed,2022-07-07 04:00:00,135.6876,2022-07-19 04:00:00,134.9204,12,4.9074,2.2682,-5.0927,-0.7648
45,ABBV,Long,Closed,2022-09-22 04:00:00,128.8565,2022-10-06 04:00:00,126.4057,14,64.5463,2.2682,-174.6657,-2.1001
46,ABBV,Long,Closed,2022-10-27 04:00:00,139.7157,2022-11-02 04:00:00,131.5421,6,2.0119,2.2682,-16.9904,-6.0443
