timestamp,symbol,action,price,quantity,value,reason,portfolio_value,strategy
2014-01-03 09:30:00-05:00,PME.AX,buy,0.7599999904632568,26315.0,19999.399749040604,"Entry signal - trend: 100, price: $0.76",100000.0,Base Strategy
2014-01-10 09:30:00-05:00,SCG.AX,buy,3.049999952316284,6729.0,20523.449679136276,"Entry signal - trend: 75, price: $3.05",102631.50062739849,Base Strategy
2014-01-16 09:30:00-05:00,TPG.AX,buy,5.376869201660156,3866.0,20786.976333618164,"Entry signal - trend: 100, price: $5.38",103953.25936686993,Base Strategy
2014-01-22 09:30:00-05:00,GMG.AX,buy,4.909999847412109,4199.0,20617.089359283447,"Entry signal - trend: 75, price: $4.91",103102.53017818928,Base Strategy
2014-02-03 09:30:00-05:00,TPG.AX,sell,4.870697975158691,3866.0,18830.1183719635,Stop Loss | P&L: -9.4%,99421.90864908695,Base Strategy
2014-02-05 09:30:00-05:00,CHC.AX,buy,3.7300000190734863,5330.0,19880.900101661682,"Entry signal - trend: 100, price: $3.73",99410.82466077805,Base Strategy
2014-02-12 09:30:00-05:00,BPT.AX,buy,1.480855941772461,12889.0,19086.75223350525,"Entry signal - trend: 100, price: $1.48",101308.19885241985,Base Strategy
2014-02-14 09:30:00-05:00,QAN.AX,buy,1.2939289808273315,49.0,63.402520060539246,"Entry signal - trend: 75, price: $1.29",101867.63082098961,Base Strategy
2014-03-04 09:30:00-05:00,QAN.AX,sell,1.1980830430984497,49.0,58.706069111824036,Stop Loss | P&L: -7.4%,106183.62099993229,Base Strategy
2014-03-07 09:30:00-05:00,HVN.AX,buy,3.1333420276641846,19.0,59.53349852561951,"Entry signal - trend: 100, price: $3.13",105288.06222295761,Base Strategy
2014-06-04 10:30:00-04:00,HVN.AX,sell,2.8777520656585693,19.0,54.67728924751282,Stop Loss | P&L: -8.2%,110763.80415970087,Base Strategy
2014-06-19 10:30:00-04:00,PPT.AX,buy,47.9900016784668,1.0,47.9900016784668,"Entry signal - trend: 75, price: $47.99",111551.45661896467,Base Strategy
2014-09-25 10:30:00-04:00,PPT.AX,sell,44.5099983215332,1.0,44.5099983215332,Stop Loss | P&L: -7.3%,108122.5576120615,Base Strategy
2014-10-02 10:30:00-04:00,BPT.AX,sell,1.343101978302002,12889.0,17311.241398334503,Stop Loss | P&L: -9.3%,107725.32575821877,Base Strategy
2014-10-27 10:30:00-04:00,CSL.AX,buy,76.27999877929688,227.0,17315.55972290039,"Entry signal - trend: 100, price: $76.28",110489.20472669601,Base Strategy
2014-11-24 09:30:00-05:00,PME.AX,sell,1.149999976158142,26315.0,30262.24937260151,Profit Target | P&L: 51.3%,117667.67845219374,Base Strategy
2014-12-08 09:30:00-05:00,APA.AX,buy,7.789454936981201,3145.0,24497.835776805878,"Entry signal - trend: 100, price: $7.79",122516.87718194723,Base Strategy
2014-12-09 09:30:00-05:00,RMD.AX,buy,6.559999942779541,919.0,6028.639947414398,"Entry signal - trend: 100, price: $6.56",120859.628223598,Base Strategy
2015-01-12 09:30:00-05:00,SCG.AX,sell,3.640000104904175,6729.0,24493.560705900192,Time Exit | P&L: 19.3%,123475.14879506826,Base Strategy
2015-01-14 09:30:00-05:00,JBH.AX,buy,16.30057716369629,1504.0,24516.06805419922,"Entry signal - trend: 75, price: $16.30",124030.27314990759,Base Strategy
2015-04-27 10:30:00-04:00,RMD.AX,sell,8.229999542236328,919.0,7563.369579315186,Trailing Stop | P&L: 25.5%,142914.42071050406,Base Strategy
2015-05-06 10:30:00-04:00,SHV.AX,buy,9.26913833618164,849.0,7869.498447418213,"Entry signal - trend: 100, price: $9.27",136709.20758908987,Base Strategy
2015-06-04 10:30:00-04:00,CHC.AX,sell,4.599999904632568,5330.0,24517.99949169159,Trailing Stop | P&L: 23.3%,137086.34878772497,Base Strategy
2015-06-05 10:30:00-04:00,AEF.AX,buy,0.5249999761581421,46753.0,24545.323885321617,"Entry signal - trend: 100, price: $0.52",137086.34878772497,Base Strategy
2015-08-06 10:30:00-04:00,SHV.AX,sell,11.772700309753418,849.0,9995.022562980652,Trailing Stop | P&L: 27.0%,144413.02131396532,Base Strategy
2015-08-24 10:30:00-04:00,GMG.AX,sell,5.869999885559082,4199.0,24648.129519462585,Time Exit | P&L: 19.6%,130899.08728796244,Base Strategy
2015-09-09 10:30:00-04:00,ALL.AX,buy,8.525835990905762,3201.0,27291.201006889343,"Entry signal - trend: 75, price: $8.53",136484.87151229382,Base Strategy
2015-09-25 10:30:00-04:00,TCL.AX,buy,9.770755767822266,857.0,8373.537693023682,"Entry signal - trend: 75, price: $9.77",139852.08085387945,Base Strategy
2015-12-09 09:30:00-05:00,APA.AX,sell,8.448057174682617,3145.0,26569.13981437683,Time Exit | P&L: 8.5%,143940.3374542594,Base Strategy
