timestamp,symbol,action,price,quantity,value,reason,portfolio_value,market_regime
2015-01-02 09:30:00-05:00,AMP,buy,132.25,151.0,19969.75,"Conviction 2 | LOW conviction: 20, trend: 80, vol: 0.6x",100000.0,STRONG
2015-01-02 09:30:00-05:00,ADI,buy,55.52000045776367,360.0,19987.200164794922,"Conviction 2 | LOW conviction: 20, trend: 80, vol: 0.7x",100000.0,STRONG
2015-01-05 09:30:00-05:00,CBOE,buy,60.23464584350586,330.0,19877.433128356934,"Conviction 2 | LOW conviction: 25, trend: 90, vol: 0.7x",99567.00090026855,STRONG
2015-01-05 09:30:00-05:00,BX,buy,34.130001068115234,583.0,19897.79062271118,"Conviction 2 | LOW conviction: 20, trend: 80, vol: 0.7x",99567.00090026855,STRONG
2015-01-06 09:30:00-05:00,ABT,buy,44.90999984741211,110.0,4940.099983215332,"Conviction 1 | MINIMAL conviction: 15, trend: 70, vol: 1.2x",99571.82001113892,WEAK
2015-01-06 09:30:00-05:00,AVGO,buy,9.848999977111816,631.0,6214.718985557556,"Conviction 2 | LOW conviction: 20, trend: 80, vol: 0.8x",99571.82001113892,WEAK
2015-01-16 09:30:00-05:00,AMP,sell,122.95999908447266,151.0,18566.95986175537,Stop Loss | P&L: -7.0%,97534.12055969238,WEAK
2015-01-20 09:30:00-05:00,ACGL,buy,19.75,314.0,6201.5,"Conviction 2 | LOW conviction: 20, trend: 80, vol: 1.4x",99246.12226390839,WEAK
2015-01-20 09:30:00-05:00,CF,buy,59.5260009765625,145.0,8631.270141601562,"Conviction 4 | HIGH conviction: 40, trend: 100, vol: 1.1x",99246.12226390839,WEAK
2015-03-05 09:30:00-05:00,CBOE,sell,55.82991409301758,330.0,18423.8716506958,Stop Loss | P&L: -7.3%,103133.4098405838,WEAK
2015-06-01 10:30:00-04:00,AVGO,sell,14.824000358581543,631.0,9353.944226264954,HOME RUN TARGET | P&L: 50.5%,111956.08149814606,WEAK
2015-06-02 10:30:00-04:00,AVGO,buy,14.661999702453613,1523.0,22330.225546836853,"Conviction 5 | MAX conviction: 65, trend: 100, vol: 1.9x",111662.40266895294,STRONG
2015-06-02 10:30:00-04:00,ANET,buy,4.363124847412109,5118.0,22330.472969055176,"Conviction 2 | LOW conviction: 20, trend: 70, vol: 0.8x",111662.40266895294,STRONG
2015-06-29 10:30:00-04:00,AVGO,sell,13.28499984741211,1523.0,20233.054767608643,Stop Loss | P&L: -9.4%,110846.707198143,STRONG
2015-08-24 10:30:00-04:00,ADI,sell,51.4900016784668,360.0,18536.400604248047,Stop Loss | P&L: -7.3%,95011.21004104614,STRONG
2015-08-24 10:30:00-04:00,BX,sell,30.65999984741211,583.0,17874.77991104126,Stop Loss | P&L: -10.2%,95011.21004104614,STRONG
